253590	A
193009	B
254534	B
21893	A
194035	A
71280	A
4215	A
59753	A
6993	B
224952	A
229987	A
98672	A
174483	A
132769	A
47928	A
88608	A
226587	A
50808	B
38821	B
239879	A
28311	A
191442	A
77875	A
108075	A
179767	A
112604	A
41175	A
147595	A
85531	A
241911	A
39294	B
44515	A
90548	A
240208	A
145319	B
211568	B
8050	A
31738	A
32112	A
199351	A
987	A
142270	A
130524	B
133787	A
59539	B
77798	A
205560	A
39597	B
231466	A
204347	A
97625	B
249261	A
15915	B
30618	A
176775	A
118548	A
191072	A
111660	A
199967	A
174668	A
17438	A
98705	A
88373	A
36282	A
233051	A
239127	B
34183	A
192856	A
206720	A
182825	B
15563	A
119706	A
239530	B
187124	A
174575	B
97539	A
88105	A
234549	A
106357	A
117372	A
201164	A
205147	A
17101	A
108729	A
70021	A
145304	A
87985	A
29210	A
154730	B
79975	A
110266	A
3528	A
248780	A
122908	B
229914	A
131836	A
13131	A
77687	A
44774	A
61554	A
12950	A
55274	A
68240	A
157828	A
19121	B
138990	A
38266	A
129436	A
141522	A
171130	A
197476	A
36960	A
177855	A
123322	A
23719	A
120762	A
102124	A
197833	A
129129	B
81102	B
21797	A
54663	A
136154	A
152561	A
236109	B
208205	B
85369	B
187055	A
110035	A
259725	A
17319	A
77022	B
126493	A
138057	A
200454	A
40825	A
186778	A
80567	A
161376	A
109571	A
14475	A
13273	A
42848	B
74867	A
182957	A
202667	A
203417	A
260666	B
46298	A
196243	A
37011	A
76035	B
63014	A
118427	A
232030	A
183245	A
23903	B
153688	B
205447	A
35721	A
34631	A
158150	A
6392	A
221359	A
52101	A
201744	B
49622	A
83342	A
240475	B
124029	B
119622	A
159185	A
116658	A
99291	A
57922	B
30773	A
165717	B
216272	A
181960	B
127562	B
128496	A
16999	A
244966	B
60814	A
169978	A
163781	A
137456	B
211632	A
113279	B
145710	A
90672	A
10616	A
60661	B
149348	B
156452	B
153269	A
236137	A
152283	A
173266	A
36875	B
145250	B
192464	A
209852	A
193133	A
147832	B
107765	A
107484	B
236995	A
260232	A
102616	B
83523	B
82923	A
91027	A
209568	A
38893	A
19263	A
10866	A
13334	A
198014	A
253014	A
67118	A
10229	A
44828	A
28258	A
112953	B
183948	A
129318	A
115867	B
210164	A
73055	A
244801	A
227113	A
60599	B
136941	A
81114	A
132878	A
164897	A
190916	A
150292	B
167900	A
232343	B
124646	A
44463	B
114752	A
209259	A
254023	A
112459	B
127695	B
200006	A
217498	A
157908	A
39304	B
243549	A
133395	A
25166	A
196978	A
243950	A
161045	A
2148	B
170290	B
224039	A
122722	A
107282	A
238138	A
57041	A
116957	A
185965	B
260394	A
256870	A
259030	A
33856	A
77656	A
250076	A
194772	A
174397	B
109777	A
82418	A
84632	A
108706	A
14124	A
50403	A
18905	A
140265	A
146756	A
77427	A
204486	A
150277	A
80765	A
201079	B
131059	A
121173	A
259998	B
45628	B
257849	A
11044	B
97020	A
21438	B
20658	A
235258	A
150070	A
22366	A
156426	A
221805	B
253837	A
93862	A
189424	A
254941	A
222382	A
131136	A
210178	A
138628	A
185165	A
45785	B
166972	A
215819	A
135377	B
133128	A
19142	A
151955	A
120117	A
189359	A
237490	A
140462	A
261500	A
87442	A
131205	A
11654	A
37214	A
23148	A
200152	B
27001	B
160982	A
171600	A
151153	A
17440	A
60327	A
33089	A
171531	B
61725	A
217519	A
1805	A
77713	B
91463	A
104122	A
155213	B
24750	A
90739	A
72435	B
188418	A
104872	A
122262	A
129196	B
201474	A
16063	A
75254	A
155551	B
138068	B
140318	A
217626	A
137606	A
81423	A
171776	A
178960	A
233272	B
4496	A
82834	B
190153	A
96507	A
151391	A
88268	A
20049	A
146299	A
79391	A
101344	A
161636	A
227622	B
62568	A
12154	A
90150	A
243193	A
15058	A
160215	A
177097	A
124392	A
89203	B
37722	A
32716	A
203254	B
44096	A
129116	B
127004	A
191177	A
205093	A
166124	B
189095	A
241737	A
106892	A
52551	A
178288	B
214109	A
184205	A
218452	A
227958	A
220724	A
71104	A
185229	A
173519	A
204525	B
223562	A
36389	A
146933	A
77981	A
195339	A
200501	B
42707	A
184111	A
4976	B
95372	A
106442	A
224103	A
128428	A
104302	A
171622	A
35213	A
232983	A
113008	B
33565	A
100496	A
197576	A
155345	A
32892	A
188196	A
23391	A
64800	A
234374	A
226860	A
257023	A
139145	A
116664	B
134792	A
227849	A
231546	A
63242	A
175586	A
57396	A
57044	A
116919	B
155114	B
172992	A
22037	A
239134	A
189721	B
12414	A
178282	A
48650	A
143703	A
178694	A
214736	A
158995	A
190374	A
95453	A
192987	A
10952	B
70132	A
25316	A
199339	A
21782	A
16806	B
57360	A
82498	A
17885	A
115060	B
41097	A
69631	A
144826	A
118014	A
15933	A
235418	A
249180	A
11518	A
141617	A
38311	A
229848	A
48339	B
62644	A
217154	B
44309	A
69071	B
39280	A
251539	A
162150	A
252846	A
119936	A
21547	A
74375	B
237711	A
10476	B
158730	A
177977	A
200660	A
225667	B
259146	A
193177	A
20083	A
116605	A
96616	A
42845	A
197903	A
167016	B
139968	A
127775	A
6782	A
115743	A
204110	A
64175	A
172823	A
177049	A
32159	A
83067	B
116595	B
237358	B
35130	A
145888	A
182007	A
103941	A
147678	A
43058	A
68885	A
166736	A
44100	A
64655	A
22197	A
46323	B
99609	A
46412	A
203608	A
95273	A
190525	A
139236	A
130932	A
258832	A
158988	A
43765	A
103284	A
178894	A
160693	A
201046	B
194629	A
252023	A
113320	B
224451	A
148620	A
120922	A
213918	B
72280	B
144705	A
205572	B
164293	B
250954	A
33461	A
186188	B
69439	A
22746	B
201197	A
236167	A
190971	A
20337	A
146492	A
182800	A
237712	A
19191	B
236781	A
23372	A
188721	A
151452	A
253277	B
7008	A
11289	A
121891	A
142868	A
194406	A
75006	A
208767	A
243521	B
51062	B
20245	A
147156	A
160968	B
130240	A
17039	B
59088	B
106743	B
191813	A
186365	B
45895	A
221035	A
142377	A
184321	A
236507	B
259682	A
11424	A
18680	A
118188	A
243593	A
230488	A
54320	A
157623	A
166088	A
120152	A
64597	B
26888	A
152044	A
20606	A
124951	A
249058	A
261739	B
203465	A
108136	B
118079	A
184428	A
183760	B
74699	A
201982	A
25873	A
121473	A
261353	B
21175	A
165017	A
137735	A
170387	B
182736	A
244343	A
20718	A
128934	A
16194	A
198382	A
188673	A
18952	A
12915	A
60569	A
120822	B
39019	B
210587	A
208941	A
98583	A
226148	A
108981	A
251962	A
920	A
168967	A
1333	A
260054	B
47812	B
179238	A
213492	A
27270	A
122176	A
121845	B
161416	A
38993	A
107899	A
7377	B
69425	A
146281	A
131895	A
14642	A
110610	A
132836	A
75632	A
125360	A
41804	A
252912	B
136917	B
191727	B
141997	A
107903	A
49318	A
150580	A
78440	B
70464	A
239982	A
27208	A
76115	A
208157	A
150153	B
204004	A
237668	A
69684	A
119588	A
136407	A
19084	B
217946	A
52027	A
148611	B
219879	B
91019	A
54091	A
45622	A
137974	A
152773	B
112801	A
90351	A
95768	B
44027	A
251996	A
130438	A
17196	B
143801	A
211396	B
236107	A
139191	A
161870	A
17640	B
202922	A
96460	B
129314	A
203928	A
79877	A
194508	A
203719	A
1351	B
116063	B
51173	A
56725	A
218367	B
43435	A
107708	B
219924	A
143959	A
53625	A
114833	A
193811	A
146437	B
214219	A
17984	A
222855	A
235356	B
248206	B
83099	B
228006	B
12189	A
56960	A
160525	A
139193	B
226072	A
239590	A
196320	A
184827	B
236032	A
151115	A
124125	A
218837	A
164683	A
18074	A
19760	A
192723	A
149864	B
176574	A
185240	A
150597	B
105333	A
185688	A
246763	A
261571	A
146982	B
76660	A
1908	A
7108	A
27540	A
22903	A
126613	A
255935	A
48772	A
50378	A
121184	B
191246	B
234319	A
60309	A
73970	A
150246	B
175793	A
205760	A
131688	A
95514	A
23025	B
233598	A
40033	A
7369	A
160717	A
89832	B
192975	B
1742	B
61452	A
143963	B
155489	A
69269	A
208761	A
106722	B
210647	A
144967	A
57549	A
