58163	A
20259	A
8905	A
9638	A
67513	A
70258	B
9529	B
55359	A
26397	A
37657	A
26553	A
24838	A
60991	A
34002	A
29852	A
19599	A
22853	A
69405	A
37683	A
43531	A
62348	A
57041	A
27478	A
44656	A
19834	B
58418	A
54637	A
73265	A
66897	B
4122	B
29696	A
10408	A
43350	A
8062	A
15193	A
17406	B
14626	A
73466	A
1833	B
6231	B
51358	B
51078	B
54576	A
25767	B
1774	B
16112	A
44033	A
3914	B
52618	B
26455	A
10506	A
1412	B
73363	B
50674	A
4550	B
47170	A
16255	A
43031	A
54260	A
54623	A
36265	A
47823	B
18800	A
5446	A
47749	A
32016	A
35778	A
2068	A
66669	A
67889	A
50323	A
44497	A
8068	A
7492	A
46270	A
38838	A
7948	A
53440	A
55343	A
3236	A
14785	A
45185	A
51278	A
50889	A
55805	A
39384	A
16471	B
71256	A
67756	A
41521	A
48253	A
35276	B
42400	A
3861	A
12036	A
24768	A
6101	B
13889	B
69818	A
62735	A
793	A
21125	A
31353	A
64049	A
10340	A
73250	A
23032	A
68319	B
6634	A
70257	A
60912	B
12848	B
38162	A
69039	A
16360	A
48831	A
34834	A
23615	B
55783	A
52649	A
48704	A
7317	A
5513	A
61076	A
670	A
12570	B
8485	A
40224	A
15437	A
2905	A
43889	A
70271	A
49214	A
63626	A
32281	A
35805	B
28816	A
16824	A
52004	A
40456	A
69717	A
56130	A
12520	A
18078	A
6005	A
46028	B
46317	A
12541	A
11576	A
74660	A
24783	A
75742	A
28398	A
46636	A
22793	A
20896	A
52387	A
69593	A
46446	A
40765	A
59877	B
26838	A
17157	B
22654	A
65290	B
56136	B
30231	A
31554	A
13060	A
70520	A
1603	A
75055	B
16063	A
47877	A
56107	A
39245	A
56340	A
50896	A
33130	A
11993	A
67044	A
72486	A
3609	B
66082	B
28373	A
1637	A
39768	A
59045	A
66379	B
30570	A
13979	A
54150	A
43133	A
47122	A
29944	A
33764	A
1855	A
39888	A
62853	A
5292	B
63400	A
63092	A
60406	B
13193	A
74936	B
36380	B
48490	A
28129	A
1231	A
11136	A
23919	A
6704	A
7860	A
63761	A
51507	A
21885	A
72986	A
20049	A
15357	A
13103	A
52408	A
26872	A
69680	A
73958	B
28714	A
25239	A
13972	A
47501	A
54170	A
38249	A
65718	A
36266	A
73976	B
58040	A
27612	B
18541	B
49243	A
64874	A
9356	B
37894	A
14568	A
40258	A
528	A
449	A
38072	A
6012	A
16647	A
74041	A
46624	A
53156	B
30823	A
23550	A
19160	A
47691	A
5813	A
21733	A
60564	B
24394	A
15793	B
21447	A
36418	A
55211	A
22100	A
30172	A
36776	B
9209	A
17250	A
23911	A
68158	A
57221	A
6321	A
16575	A
68680	A
1260	A
7863	A
7789	A
7692	B
69486	A
16382	A
46869	A
37600	A
20738	A
40890	A
50839	B
13055	B
26956	B
52602	A
36237	A
24118	A
46851	A
40091	A
58587	A
4715	A
62336	A
16264	A
66750	A
18377	B
7517	A
12896	A
71064	A
28585	A
52439	A
59312	A
41578	A
14599	A
6106	A
26615	A
61292	A
47229	B
74568	A
59429	B
6433	A
14616	B
69379	B
20216	A
3280	A
31378	A
16582	B
3260	A
60194	A
15213	A
69159	A
31759	A
17988	A
27364	A
65231	A
63334	A
52030	A
60560	A
7006	A
7222	A
43186	B
42319	A
74233	A
61496	B
57656	A
6550	A
70050	A
74131	B
29415	A
42700	A
25738	A
20994	A
27575	B
25690	A
3787	B
10866	B
38198	A
40320	A
61173	A
34921	A
1609	A
66204	A
8144	A
54083	B
47817	A
57780	A
546	A
25662	A
33580	B
9655	A
57193	A
29701	A
19546	A
1244	A
31603	A
40326	A
11326	A
50984	A
21409	A
13504	A
5313	A
35668	A
54726	A
31535	A
23395	A
71955	A
16978	B
56102	A
22165	A
46956	A
24050	A
66753	A
4602	A
58612	B
40718	A
26732	A
62591	A
7296	A
17957	B
73010	A
15900	B
73710	A
19383	A
63711	A
8772	A
33417	A
41494	A
29040	A
4822	A
8746	A
8687	A
2900	A
12907	A
38412	A
71418	A
34357	A
74086	A
18821	A
34470	A
24477	B
70152	B
45500	A
54710	B
47120	A
66373	A
17196	A
8392	B
46038	B
65704	A
16133	A
25599	A
69897	A
48243	A
47154	A
36626	B
51275	A
60737	A
38597	B
52205	B
6772	A
36196	B
43533	A
54893	A
37232	A
34112	A
21287	A
10854	A
71398	A
71848	A
24439	A
27468	B
58226	A
6099	A
71023	B
32155	A
7087	A
43990	B
24123	B
